ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
ita-Ritchie-2019-110-66-1,,ita,Ritchie-2019-110-66,sessanta cinque,sessanta cinque,,,Ritchie2019,,
ita-Ritchie-2019-110-67-1,,ita,Ritchie-2019-110-67,sessanta sei,sessanta sei,,,Ritchie2019,,
ita-Ritchie-2019-110-68-1,,ita,Ritchie-2019-110-68,sessanta sette,sessanta sette,,,Ritchie2019,,
ita-Ritchie-2019-110-69-1,,ita,Ritchie-2019-110-69,sessant otto,sessant otto,,,Ritchie2019,,
ita-Ritchie-2019-110-70-1,,ita,Ritchie-2019-110-70,sessanta nove,sessanta nove,,,Ritchie2019,,
ita-Ritchie-2019-110-71-1,,ita,Ritchie-2019-110-71,settanta,settanta,,,Ritchie2019,,
ita-Ritchie-2019-110-72-1,,ita,Ritchie-2019-110-72,settant uno,settant uno,,,Ritchie2019,,
ita-Ritchie-2019-110-73-1,,ita,Ritchie-2019-110-73,settanta due,settanta due,,,Ritchie2019,,
ita-Ritchie-2019-110-74-1,,ita,Ritchie-2019-110-74,settanta tre,settanta tre,,,Ritchie2019,,
ita-Ritchie-2019-110-75-1,,ita,Ritchie-2019-110-75,settanta quattro,settanta quattro,,,Ritchie2019,,
ita-Ritchie-2019-110-76-1,,ita,Ritchie-2019-110-76,settanta cinque,settanta cinque,,,Ritchie2019,,
ita-Ritchie-2019-110-77-1,,ita,Ritchie-2019-110-77,settanta sei,settanta sei,,,Ritchie2019,,
ita-Ritchie-2019-110-78-1,,ita,Ritchie-2019-110-78,settanta sette,settanta sette,,,Ritchie2019,,
ita-Ritchie-2019-110-79-1,,ita,Ritchie-2019-110-79,settant otto,settant otto,,,Ritchie2019,,
ita-Ritchie-2019-110-80-1,,ita,Ritchie-2019-110-80,settanta nove,settanta nove,,,Ritchie2019,,
ita-Ritchie-2019-110-81-1,,ita,Ritchie-2019-110-81,ottanta,ottanta,,,Ritchie2019,,
ita-Ritchie-2019-110-82-1,,ita,Ritchie-2019-110-82,ottant uno,ottant uno,,,Ritchie2019,,
ita-Ritchie-2019-110-83-1,,ita,Ritchie-2019-110-83,ottanta due,ottanta due,,,Ritchie2019,,
ita-Ritchie-2019-110-84-1,,ita,Ritchie-2019-110-84,ottanta tre,ottanta tre,,,Ritchie2019,,
ita-Ritchie-2019-110-85-1,,ita,Ritchie-2019-110-85,ottanta quattro,ottanta quattro,,,Ritchie2019,,
ita-Ritchie-2019-110-86-1,,ita,Ritchie-2019-110-86,ottanta cinque,ottanta cinque,,,Ritchie2019,,
ita-Ritchie-2019-110-87-1,,ita,Ritchie-2019-110-87,ottanta sei,ottanta sei,,,Ritchie2019,,
ita-Ritchie-2019-110-88-1,,ita,Ritchie-2019-110-88,ottanta sette,ottanta sette,,,Ritchie2019,,
ita-Ritchie-2019-110-89-1,,ita,Ritchie-2019-110-89,ottant otto,ottant otto,,,Ritchie2019,,
ita-Ritchie-2019-110-90-1,,ita,Ritchie-2019-110-90,ottanta nove,ottanta nove,,,Ritchie2019,,
ita-Ritchie-2019-110-91-1,,ita,Ritchie-2019-110-91,novanta,novanta,,,Ritchie2019,,
ita-Ritchie-2019-110-92-1,,ita,Ritchie-2019-110-92,novant uno,novant uno,,,Ritchie2019,,
ita-Ritchie-2019-110-93-1,,ita,Ritchie-2019-110-93,novanta due,novanta due,,,Ritchie2019,,
ita-Ritchie-2019-110-94-1,,ita,Ritchie-2019-110-94,novanta tre,novanta tre,,,Ritchie2019,,
ita-Ritchie-2019-110-95-1,,ita,Ritchie-2019-110-95,novanta quattro,novanta quattro,,,Ritchie2019,,
ita-Ritchie-2019-110-96-1,,ita,Ritchie-2019-110-96,novanta cinque,novanta cinque,,,Ritchie2019,,
ita-Ritchie-2019-110-97-1,,ita,Ritchie-2019-110-97,novanta sei,novanta sei,,,Ritchie2019,,
ita-Ritchie-2019-110-98-1,,ita,Ritchie-2019-110-98,novanta sette,novanta sette,,,Ritchie2019,,
ita-Ritchie-2019-110-99-1,,ita,Ritchie-2019-110-99,novant otto,novant otto,,,Ritchie2019,,
ita-Ritchie-2019-110-100-1,,ita,Ritchie-2019-110-100,novanta nove,novanta nove,,,Ritchie2019,,
ita-Ritchie-2019-110-101-1,,ita,Ritchie-2019-110-101,cento,cento,,,Ritchie2019,,
ita-Ritchie-2019-110-102-1,,ita,Ritchie-2019-110-102,mille,mille,,,Ritchie2019,,
ita-Ritchie-2019-110-103-1,,ita,Ritchie-2019-110-103,dieci mila,dieci mila,,,Ritchie2019,,
ita-Ritchie-2019-110-104-1,,ita,Ritchie-2019-110-104,cento mila,cento mila,,,Ritchie2019,,
ita-Ritchie-2019-110-105-1,,ita,Ritchie-2019-110-105,un milione,un milione,,,Ritchie2019,,
ita-Ritchie-2019-110-106-1,,ita,Ritchie-2019-110-106,dieci milioni,dieci milioni,,,Ritchie2019,,
ita-Ritchie-2019-110-107-1,,ita,Ritchie-2019-110-107,cento milioni,cento milioni,,,Ritchie2019,,
ita-Ritchie-2019-110-108-1,,ita,Ritchie-2019-110-108,un miliardo,un miliardo,,,Ritchie2019,,
ita-Ritchie-2019-110-109-1,,ita,Ritchie-2019-110-109,dieci miliardi,dieci miliardi,,,Ritchie2019,,
ita-Ritchie-2019-110-110-1,,ita,Ritchie-2019-110-110,cento miliardi,cento miliardi,,,Ritchie2019,,
jav-Ritchie-2019-110-1-1,,jav,Ritchie-2019-110-1,nul,nul,,,Ritchie2019,,
jav-Ritchie-2019-110-2-1,,jav,Ritchie-2019-110-2,siji,siji,,,Ritchie2019,,
jav-Ritchie-2019-110-3-1,,jav,Ritchie-2019-110-3,loro,loro,,,Ritchie2019,,
jav-Ritchie-2019-110-4-1,,jav,Ritchie-2019-110-4,telu,telu,,,Ritchie2019,,
jav-Ritchie-2019-110-5-1,,jav,Ritchie-2019-110-5,papat,papat,,,Ritchie2019,,
jav-Ritchie-2019-110-6-1,,jav,Ritchie-2019-110-6,lima,lima,,,Ritchie2019,,
jav-Ritchie-2019-110-7-1,,jav,Ritchie-2019-110-7,enem,enem,,,Ritchie2019,,
jav-Ritchie-2019-110-8-1,,jav,Ritchie-2019-110-8,pitu,pitu,,,Ritchie2019,,
jav-Ritchie-2019-110-9-1,,jav,Ritchie-2019-110-9,wolu,wolu,,,Ritchie2019,,
jav-Ritchie-2019-110-10-1,,jav,Ritchie-2019-110-10,sanga,sanga,,,Ritchie2019,,
jav-Ritchie-2019-110-11-1,,jav,Ritchie-2019-110-11,sepuluh,sepuluh,,,Ritchie2019,,
jav-Ritchie-2019-110-12-1,,jav,Ritchie-2019-110-12,sepuluh siji,sepuluh siji,,,Ritchie2019,,
jav-Ritchie-2019-110-13-1,,jav,Ritchie-2019-110-13,rolas,rolas,,,Ritchie2019,,
jav-Ritchie-2019-110-14-1,,jav,Ritchie-2019-110-14,sepuluh telu,sepuluh telu,,,Ritchie2019,,
jav-Ritchie-2019-110-15-1,,jav,Ritchie-2019-110-15,patbelas,patbelas,,,Ritchie2019,,
jav-Ritchie-2019-110-16-1,,jav,Ritchie-2019-110-16,limalas,limalas,,,Ritchie2019,,
jav-Ritchie-2019-110-17-1,,jav,Ritchie-2019-110-17,nembelas,nembelas,,,Ritchie2019,,
jav-Ritchie-2019-110-18-1,,jav,Ritchie-2019-110-18,pitulas,pitulas,,,Ritchie2019,,
jav-Ritchie-2019-110-19-1,,jav,Ritchie-2019-110-19,sepuluh wolu,sepuluh wolu,,,Ritchie2019,,
jav-Ritchie-2019-110-20-1,,jav,Ritchie-2019-110-20,sangalas,sangalas,,,Ritchie2019,,
jav-Ritchie-2019-110-21-1,,jav,Ritchie-2019-110-21,rong puluh,rong puluh,,,Ritchie2019,,
jav-Ritchie-2019-110-22-1,,jav,Ritchie-2019-110-22,rong puluh siji,rong puluh siji,,,Ritchie2019,,
jav-Ritchie-2019-110-23-1,,jav,Ritchie-2019-110-23,rolikur,rolikur,,,Ritchie2019,,
jav-Ritchie-2019-110-24-1,,jav,Ritchie-2019-110-24,rong puluh telu,rong puluh telu,,,Ritchie2019,,
jav-Ritchie-2019-110-25-1,,jav,Ritchie-2019-110-25,patlikur,patlikur,,,Ritchie2019,,
jav-Ritchie-2019-110-26-1,,jav,Ritchie-2019-110-26,rong puluh lima,rong puluh lima,,,Ritchie2019,,
jav-Ritchie-2019-110-27-1,,jav,Ritchie-2019-110-27,nemlikur,nemlikur,,,Ritchie2019,,
jav-Ritchie-2019-110-28-1,,jav,Ritchie-2019-110-28,pitulikur,pitulikur,,,Ritchie2019,,
jav-Ritchie-2019-110-29-1,,jav,Ritchie-2019-110-29,rong puluh wolu,rong puluh wolu,,,Ritchie2019,,
jav-Ritchie-2019-110-30-1,,jav,Ritchie-2019-110-30,rong puluh sanga,rong puluh sanga,,,Ritchie2019,,
jav-Ritchie-2019-110-31-1,,jav,Ritchie-2019-110-31,telung puluh,telung puluh,,,Ritchie2019,,
jav-Ritchie-2019-110-32-1,,jav,Ritchie-2019-110-32,telung puluh siji,telung puluh siji,,,Ritchie2019,,
jav-Ritchie-2019-110-33-1,,jav,Ritchie-2019-110-33,telung puluh loro,telung puluh loro,,,Ritchie2019,,
jav-Ritchie-2019-110-34-1,,jav,Ritchie-2019-110-34,telung puluh telu,telung puluh telu,,,Ritchie2019,,
jav-Ritchie-2019-110-35-1,,jav,Ritchie-2019-110-35,telung puluh papat,telung puluh papat,,,Ritchie2019,,
jav-Ritchie-2019-110-36-1,,jav,Ritchie-2019-110-36,telung puluh lima,telung puluh lima,,,Ritchie2019,,
jav-Ritchie-2019-110-37-1,,jav,Ritchie-2019-110-37,telung puluh enem,telung puluh enem,,,Ritchie2019,,
jav-Ritchie-2019-110-38-1,,jav,Ritchie-2019-110-38,telung puluh pitu,telung puluh pitu,,,Ritchie2019,,
jav-Ritchie-2019-110-39-1,,jav,Ritchie-2019-110-39,telung puluh wolu,telung puluh wolu,,,Ritchie2019,,
jav-Ritchie-2019-110-40-1,,jav,Ritchie-2019-110-40,telung puluh sanga,telung puluh sanga,,,Ritchie2019,,
jav-Ritchie-2019-110-41-1,,jav,Ritchie-2019-110-41,patang puluh,patang puluh,,,Ritchie2019,,
jav-Ritchie-2019-110-42-1,,jav,Ritchie-2019-110-42,patang puluh siji,patang puluh siji,,,Ritchie2019,,
jav-Ritchie-2019-110-43-1,,jav,Ritchie-2019-110-43,patang puluh loro,patang puluh loro,,,Ritchie2019,,
jav-Ritchie-2019-110-44-1,,jav,Ritchie-2019-110-44,patang puluh telu,patang puluh telu,,,Ritchie2019,,
jav-Ritchie-2019-110-45-1,,jav,Ritchie-2019-110-45,patang puluh papat,patang puluh papat,,,Ritchie2019,,
jav-Ritchie-2019-110-46-1,,jav,Ritchie-2019-110-46,patang puluh lima,patang puluh lima,,,Ritchie2019,,
jav-Ritchie-2019-110-47-1,,jav,Ritchie-2019-110-47,patang puluh enem,patang puluh enem,,,Ritchie2019,,
jav-Ritchie-2019-110-48-1,,jav,Ritchie-2019-110-48,patang puluh pitu,patang puluh pitu,,,Ritchie2019,,
jav-Ritchie-2019-110-49-1,,jav,Ritchie-2019-110-49,patang puluh wolu,patang puluh wolu,,,Ritchie2019,,
jav-Ritchie-2019-110-50-1,,jav,Ritchie-2019-110-50,patang puluh sanga,patang puluh sanga,,,Ritchie2019,,
jav-Ritchie-2019-110-51-1,,jav,Ritchie-2019-110-51,limang puluh,limang puluh,,,Ritchie2019,,
jav-Ritchie-2019-110-52-1,,jav,Ritchie-2019-110-52,limang puluh siji,limang puluh siji,,,Ritchie2019,,
jav-Ritchie-2019-110-53-1,,jav,Ritchie-2019-110-53,limang puluh loro,limang puluh loro,,,Ritchie2019,,
jav-Ritchie-2019-110-54-1,,jav,Ritchie-2019-110-54,limang puluh telu,limang puluh telu,,,Ritchie2019,,
jav-Ritchie-2019-110-55-1,,jav,Ritchie-2019-110-55,limang puluh papat,limang puluh papat,,,Ritchie2019,,
jav-Ritchie-2019-110-56-1,,jav,Ritchie-2019-110-56,limang puluh lima,limang puluh lima,,,Ritchie2019,,
jav-Ritchie-2019-110-57-1,,jav,Ritchie-2019-110-57,limang puluh enem,limang puluh enem,,,Ritchie2019,,
jav-Ritchie-2019-110-58-1,,jav,Ritchie-2019-110-58,limang puluh pitu,limang puluh pitu,,,Ritchie2019,,
jav-Ritchie-2019-110-59-1,,jav,Ritchie-2019-110-59,limang puluh wolu,limang puluh wolu,,,Ritchie2019,,
jav-Ritchie-2019-110-60-1,,jav,Ritchie-2019-110-60,limang puluh sanga,limang puluh sanga,,,Ritchie2019,,
jav-Ritchie-2019-110-61-1,,jav,Ritchie-2019-110-61,enem puluh,enem puluh,,,Ritchie2019,,
jav-Ritchie-2019-110-62-1,,jav,Ritchie-2019-110-62,enem puluh siji,enem puluh siji,,,Ritchie2019,,
jav-Ritchie-2019-110-63-1,,jav,Ritchie-2019-110-63,enem puluh loro,enem puluh loro,,,Ritchie2019,,
jav-Ritchie-2019-110-64-1,,jav,Ritchie-2019-110-64,enem puluh telu,enem puluh telu,,,Ritchie2019,,
jav-Ritchie-2019-110-65-1,,jav,Ritchie-2019-110-65,enem puluh papat,enem puluh papat,,,Ritchie2019,,
jav-Ritchie-2019-110-66-1,,jav,Ritchie-2019-110-66,enem puluh lima,enem puluh lima,,,Ritchie2019,,
jav-Ritchie-2019-110-67-1,,jav,Ritchie-2019-110-67,enem puluh enem,enem puluh enem,,,Ritchie2019,,
jav-Ritchie-2019-110-68-1,,jav,Ritchie-2019-110-68,enem puluh pitu,enem puluh pitu,,,Ritchie2019,,
jav-Ritchie-2019-110-69-1,,jav,Ritchie-2019-110-69,enem puluh wolu,enem puluh wolu,,,Ritchie2019,,
jav-Ritchie-2019-110-70-1,,jav,Ritchie-2019-110-70,enem puluh sanga,enem puluh sanga,,,Ritchie2019,,
jav-Ritchie-2019-110-71-1,,jav,Ritchie-2019-110-71,pitung puluh,pitung puluh,,,Ritchie2019,,
jav-Ritchie-2019-110-72-1,,jav,Ritchie-2019-110-72,pitung puluh siji,pitung puluh siji,,,Ritchie2019,,
jav-Ritchie-2019-110-73-1,,jav,Ritchie-2019-110-73,pitung puluh loro,pitung puluh loro,,,Ritchie2019,,
jav-Ritchie-2019-110-74-1,,jav,Ritchie-2019-110-74,pitung puluh telu,pitung puluh telu,,,Ritchie2019,,
jav-Ritchie-2019-110-75-1,,jav,Ritchie-2019-110-75,pitung puluh papat,pitung puluh papat,,,Ritchie2019,,
jav-Ritchie-2019-110-76-1,,jav,Ritchie-2019-110-76,pitung puluh lima,pitung puluh lima,,,Ritchie2019,,
jav-Ritchie-2019-110-77-1,,jav,Ritchie-2019-110-77,pitung puluh enem,pitung puluh enem,,,Ritchie2019,,
jav-Ritchie-2019-110-78-1,,jav,Ritchie-2019-110-78,pitung puluh pitu,pitung puluh pitu,,,Ritchie2019,,
jav-Ritchie-2019-110-79-1,,jav,Ritchie-2019-110-79,pitung puluh wolu,pitung puluh wolu,,,Ritchie2019,,
jav-Ritchie-2019-110-80-1,,jav,Ritchie-2019-110-80,pitung puluh sanga,pitung puluh sanga,,,Ritchie2019,,
jav-Ritchie-2019-110-81-1,,jav,Ritchie-2019-110-81,wolung puluh,wolung puluh,,,Ritchie2019,,
jav-Ritchie-2019-110-82-1,,jav,Ritchie-2019-110-82,wolung puluh siji,wolung puluh siji,,,Ritchie2019,,
jav-Ritchie-2019-110-83-1,,jav,Ritchie-2019-110-83,wolung puluh loro,wolung puluh loro,,,Ritchie2019,,
jav-Ritchie-2019-110-84-1,,jav,Ritchie-2019-110-84,wolung puluh telu,wolung puluh telu,,,Ritchie2019,,
jav-Ritchie-2019-110-85-1,,jav,Ritchie-2019-110-85,wolung puluh papat,wolung puluh papat,,,Ritchie2019,,
jav-Ritchie-2019-110-86-1,,jav,Ritchie-2019-110-86,wolung puluh lima,wolung puluh lima,,,Ritchie2019,,
jav-Ritchie-2019-110-87-1,,jav,Ritchie-2019-110-87,wolung puluh enem,wolung puluh enem,,,Ritchie2019,,
jav-Ritchie-2019-110-88-1,,jav,Ritchie-2019-110-88,wolung puluh pitu,wolung puluh pitu,,,Ritchie2019,,
jav-Ritchie-2019-110-89-1,,jav,Ritchie-2019-110-89,wolung puluh wolu,wolung puluh wolu,,,Ritchie2019,,
jav-Ritchie-2019-110-90-1,,jav,Ritchie-2019-110-90,wolung puluh sanga,wolung puluh sanga,,,Ritchie2019,,
jav-Ritchie-2019-110-91-1,,jav,Ritchie-2019-110-91,sangang puluh,sangang puluh,,,Ritchie2019,,
jav-Ritchie-2019-110-92-1,,jav,Ritchie-2019-110-92,sangang puluh siji,sangang puluh siji,,,Ritchie2019,,
jav-Ritchie-2019-110-93-1,,jav,Ritchie-2019-110-93,sangang puluh loro,sangang puluh loro,,,Ritchie2019,,
jav-Ritchie-2019-110-94-1,,jav,Ritchie-2019-110-94,sangang puluh telu,sangang puluh telu,,,Ritchie2019,,
jav-Ritchie-2019-110-95-1,,jav,Ritchie-2019-110-95,sangang puluh papat,sangang puluh papat,,,Ritchie2019,,
jav-Ritchie-2019-110-96-1,,jav,Ritchie-2019-110-96,sangang puluh lima,sangang puluh lima,,,Ritchie2019,,
jav-Ritchie-2019-110-97-1,,jav,Ritchie-2019-110-97,sangang puluh enem,sangang puluh enem,,,Ritchie2019,,
jav-Ritchie-2019-110-98-1,,jav,Ritchie-2019-110-98,sangang puluh pitu,sangang puluh pitu,,,Ritchie2019,,
jav-Ritchie-2019-110-99-1,,jav,Ritchie-2019-110-99,sangang puluh wolu,sangang puluh wolu,,,Ritchie2019,,
jav-Ritchie-2019-110-100-1,,jav,Ritchie-2019-110-100,sangang puluh sanga,sangang puluh sanga,,,Ritchie2019,,
jav-Ritchie-2019-110-101-1,,jav,Ritchie-2019-110-101,satus,satus,,,Ritchie2019,,
jav-Ritchie-2019-110-102-1,,jav,Ritchie-2019-110-102,sewu,sewu,,,Ritchie2019,,
jav-Ritchie-2019-110-103-1,,jav,Ritchie-2019-110-103,sepuluh ewu,sepuluh ewu,,,Ritchie2019,,
jav-Ritchie-2019-110-104-1,,jav,Ritchie-2019-110-104,satus ewu,satus ewu,,,Ritchie2019,,
jav-Ritchie-2019-110-105-1,,jav,Ritchie-2019-110-105,seyuta,seyuta,,,Ritchie2019,,
jav-Ritchie-2019-110-106-1,,jav,Ritchie-2019-110-106,sepuluh yuta,sepuluh yuta,,,Ritchie2019,,
jav-Ritchie-2019-110-107-1,,jav,Ritchie-2019-110-107,satus yuta,satus yuta,,,Ritchie2019,,
jav-Ritchie-2019-110-108-1,,jav,Ritchie-2019-110-108,semiliar,semiliar,,,Ritchie2019,,
jav-Ritchie-2019-110-109-1,,jav,Ritchie-2019-110-109,sepuluh miliar,sepuluh miliar,,,Ritchie2019,,
jav-Ritchie-2019-110-110-1,,jav,Ritchie-2019-110-110,satus miliar,satus miliar,,,Ritchie2019,,
jpn-Ritchie-2019-110-1-1,,jpn,Ritchie-2019-110-1,ぜろ,ぜろ,,,Ritchie2019,,
jpn-Ritchie-2019-110-2-1,,jpn,Ritchie-2019-110-2,いち,いち,,,Ritchie2019,,
jpn-Ritchie-2019-110-3-1,,jpn,Ritchie-2019-110-3,に,に,,,Ritchie2019,,
jpn-Ritchie-2019-110-4-1,,jpn,Ritchie-2019-110-4,さん,さん,,,Ritchie2019,,
jpn-Ritchie-2019-110-5-1,,jpn,Ritchie-2019-110-5,よん,よん,,,Ritchie2019,,
jpn-Ritchie-2019-110-6-1,,jpn,Ritchie-2019-110-6,ご,ご,,,Ritchie2019,,
jpn-Ritchie-2019-110-7-1,,jpn,Ritchie-2019-110-7,ろく,ろく,,,Ritchie2019,,
jpn-Ritchie-2019-110-8-1,,jpn,Ritchie-2019-110-8,なな,なな,,,Ritchie2019,,
jpn-Ritchie-2019-110-9-1,,jpn,Ritchie-2019-110-9,はち,はち,,,Ritchie2019,,
jpn-Ritchie-2019-110-10-1,,jpn,Ritchie-2019-110-10,きゅー,きゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-11-1,,jpn,Ritchie-2019-110-11,じゅー,じゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-12-1,,jpn,Ritchie-2019-110-12,じゅー いち,じゅー いち,,,Ritchie2019,,
jpn-Ritchie-2019-110-13-1,,jpn,Ritchie-2019-110-13,じゅー に,じゅー に,,,Ritchie2019,,
jpn-Ritchie-2019-110-14-1,,jpn,Ritchie-2019-110-14,じゅー さん,じゅー さん,,,Ritchie2019,,
jpn-Ritchie-2019-110-15-1,,jpn,Ritchie-2019-110-15,じゅー よん,じゅー よん,,,Ritchie2019,,
jpn-Ritchie-2019-110-16-1,,jpn,Ritchie-2019-110-16,じゅー ご,じゅー ご,,,Ritchie2019,,
jpn-Ritchie-2019-110-17-1,,jpn,Ritchie-2019-110-17,じゅー ろく,じゅー ろく,,,Ritchie2019,,
jpn-Ritchie-2019-110-18-1,,jpn,Ritchie-2019-110-18,じゅー なな,じゅー なな,,,Ritchie2019,,
jpn-Ritchie-2019-110-19-1,,jpn,Ritchie-2019-110-19,じゅー はち,じゅー はち,,,Ritchie2019,,
jpn-Ritchie-2019-110-20-1,,jpn,Ritchie-2019-110-20,じゅー きゅー,じゅー きゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-21-1,,jpn,Ritchie-2019-110-21,に じゅー,に じゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-22-1,,jpn,Ritchie-2019-110-22,に じゅー いち,に じゅー いち,,,Ritchie2019,,
jpn-Ritchie-2019-110-23-1,,jpn,Ritchie-2019-110-23,に じゅー に,に じゅー に,,,Ritchie2019,,
jpn-Ritchie-2019-110-24-1,,jpn,Ritchie-2019-110-24,に じゅー さん,に じゅー さん,,,Ritchie2019,,
jpn-Ritchie-2019-110-25-1,,jpn,Ritchie-2019-110-25,に じゅー よん,に じゅー よん,,,Ritchie2019,,
jpn-Ritchie-2019-110-26-1,,jpn,Ritchie-2019-110-26,に じゅー ご,に じゅー ご,,,Ritchie2019,,
jpn-Ritchie-2019-110-27-1,,jpn,Ritchie-2019-110-27,に じゅー ろく,に じゅー ろく,,,Ritchie2019,,
jpn-Ritchie-2019-110-28-1,,jpn,Ritchie-2019-110-28,に じゅー なな,に じゅー なな,,,Ritchie2019,,
jpn-Ritchie-2019-110-29-1,,jpn,Ritchie-2019-110-29,に じゅー はち,に じゅー はち,,,Ritchie2019,,
jpn-Ritchie-2019-110-30-1,,jpn,Ritchie-2019-110-30,に じゅー きゅー,に じゅー きゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-31-1,,jpn,Ritchie-2019-110-31,さん じゅー,さん じゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-32-1,,jpn,Ritchie-2019-110-32,さん じゅー いち,さん じゅー いち,,,Ritchie2019,,
jpn-Ritchie-2019-110-33-1,,jpn,Ritchie-2019-110-33,さん じゅー に,さん じゅー に,,,Ritchie2019,,
jpn-Ritchie-2019-110-34-1,,jpn,Ritchie-2019-110-34,さん じゅー さん,さん じゅー さん,,,Ritchie2019,,
jpn-Ritchie-2019-110-35-1,,jpn,Ritchie-2019-110-35,さん じゅー よん,さん じゅー よん,,,Ritchie2019,,
jpn-Ritchie-2019-110-36-1,,jpn,Ritchie-2019-110-36,さん じゅー ご,さん じゅー ご,,,Ritchie2019,,
jpn-Ritchie-2019-110-37-1,,jpn,Ritchie-2019-110-37,さん じゅー ろく,さん じゅー ろく,,,Ritchie2019,,
jpn-Ritchie-2019-110-38-1,,jpn,Ritchie-2019-110-38,さん じゅー なな,さん じゅー なな,,,Ritchie2019,,
jpn-Ritchie-2019-110-39-1,,jpn,Ritchie-2019-110-39,さん じゅー はち,さん じゅー はち,,,Ritchie2019,,
jpn-Ritchie-2019-110-40-1,,jpn,Ritchie-2019-110-40,さん じゅー きゅー,さん じゅー きゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-41-1,,jpn,Ritchie-2019-110-41,よん じゅー,よん じゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-42-1,,jpn,Ritchie-2019-110-42,よん じゅー いち,よん じゅー いち,,,Ritchie2019,,
jpn-Ritchie-2019-110-43-1,,jpn,Ritchie-2019-110-43,よん じゅー に,よん じゅー に,,,Ritchie2019,,
jpn-Ritchie-2019-110-44-1,,jpn,Ritchie-2019-110-44,よん じゅー さん,よん じゅー さん,,,Ritchie2019,,
jpn-Ritchie-2019-110-45-1,,jpn,Ritchie-2019-110-45,よん じゅー よん,よん じゅー よん,,,Ritchie2019,,
jpn-Ritchie-2019-110-46-1,,jpn,Ritchie-2019-110-46,よん じゅー ご,よん じゅー ご,,,Ritchie2019,,
jpn-Ritchie-2019-110-47-1,,jpn,Ritchie-2019-110-47,よん じゅー ろく,よん じゅー ろく,,,Ritchie2019,,
jpn-Ritchie-2019-110-48-1,,jpn,Ritchie-2019-110-48,よん じゅー なな,よん じゅー なな,,,Ritchie2019,,
jpn-Ritchie-2019-110-49-1,,jpn,Ritchie-2019-110-49,よん じゅー はち,よん じゅー はち,,,Ritchie2019,,
jpn-Ritchie-2019-110-50-1,,jpn,Ritchie-2019-110-50,よん じゅー きゅー,よん じゅー きゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-51-1,,jpn,Ritchie-2019-110-51,ご じゅー,ご じゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-52-1,,jpn,Ritchie-2019-110-52,ご じゅー いち,ご じゅー いち,,,Ritchie2019,,
jpn-Ritchie-2019-110-53-1,,jpn,Ritchie-2019-110-53,ご じゅー に,ご じゅー に,,,Ritchie2019,,
jpn-Ritchie-2019-110-54-1,,jpn,Ritchie-2019-110-54,ご じゅー さん,ご じゅー さん,,,Ritchie2019,,
jpn-Ritchie-2019-110-55-1,,jpn,Ritchie-2019-110-55,ご じゅー よん,ご じゅー よん,,,Ritchie2019,,
jpn-Ritchie-2019-110-56-1,,jpn,Ritchie-2019-110-56,ご じゅー ご,ご じゅー ご,,,Ritchie2019,,
jpn-Ritchie-2019-110-57-1,,jpn,Ritchie-2019-110-57,ご じゅー ろく,ご じゅー ろく,,,Ritchie2019,,
jpn-Ritchie-2019-110-58-1,,jpn,Ritchie-2019-110-58,ご じゅー なな,ご じゅー なな,,,Ritchie2019,,
jpn-Ritchie-2019-110-59-1,,jpn,Ritchie-2019-110-59,ご じゅー はち,ご じゅー はち,,,Ritchie2019,,
jpn-Ritchie-2019-110-60-1,,jpn,Ritchie-2019-110-60,ご じゅー きゅー,ご じゅー きゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-61-1,,jpn,Ritchie-2019-110-61,ろく じゅー,ろく じゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-62-1,,jpn,Ritchie-2019-110-62,ろく じゅー いち,ろく じゅー いち,,,Ritchie2019,,
jpn-Ritchie-2019-110-63-1,,jpn,Ritchie-2019-110-63,ろく じゅー に,ろく じゅー に,,,Ritchie2019,,
jpn-Ritchie-2019-110-64-1,,jpn,Ritchie-2019-110-64,ろく じゅー さん,ろく じゅー さん,,,Ritchie2019,,
jpn-Ritchie-2019-110-65-1,,jpn,Ritchie-2019-110-65,ろく じゅー よん,ろく じゅー よん,,,Ritchie2019,,
jpn-Ritchie-2019-110-66-1,,jpn,Ritchie-2019-110-66,ろく じゅー ご,ろく じゅー ご,,,Ritchie2019,,
jpn-Ritchie-2019-110-67-1,,jpn,Ritchie-2019-110-67,ろく じゅー ろく,ろく じゅー ろく,,,Ritchie2019,,
jpn-Ritchie-2019-110-68-1,,jpn,Ritchie-2019-110-68,ろく じゅー なな,ろく じゅー なな,,,Ritchie2019,,
jpn-Ritchie-2019-110-69-1,,jpn,Ritchie-2019-110-69,ろく じゅー はち,ろく じゅー はち,,,Ritchie2019,,
