ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
jpn-Ritchie-2019-110-70-1,,jpn,Ritchie-2019-110-70,ろく じゅー きゅー,ろく じゅー きゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-71-1,,jpn,Ritchie-2019-110-71,なな じゅー,なな じゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-72-1,,jpn,Ritchie-2019-110-72,なな じゅー いち,なな じゅー いち,,,Ritchie2019,,
jpn-Ritchie-2019-110-73-1,,jpn,Ritchie-2019-110-73,なな じゅー に,なな じゅー に,,,Ritchie2019,,
jpn-Ritchie-2019-110-74-1,,jpn,Ritchie-2019-110-74,なな じゅー さん,なな じゅー さん,,,Ritchie2019,,
jpn-Ritchie-2019-110-75-1,,jpn,Ritchie-2019-110-75,なな じゅー よん,なな じゅー よん,,,Ritchie2019,,
jpn-Ritchie-2019-110-76-1,,jpn,Ritchie-2019-110-76,なな じゅー ご,なな じゅー ご,,,Ritchie2019,,
jpn-Ritchie-2019-110-77-1,,jpn,Ritchie-2019-110-77,なな じゅー ろく,なな じゅー ろく,,,Ritchie2019,,
jpn-Ritchie-2019-110-78-1,,jpn,Ritchie-2019-110-78,なな じゅー なな,なな じゅー なな,,,Ritchie2019,,
jpn-Ritchie-2019-110-79-1,,jpn,Ritchie-2019-110-79,なな じゅー はち,なな じゅー はち,,,Ritchie2019,,
jpn-Ritchie-2019-110-80-1,,jpn,Ritchie-2019-110-80,なな じゅー きゅー,なな じゅー きゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-81-1,,jpn,Ritchie-2019-110-81,はち じゅー,はち じゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-82-1,,jpn,Ritchie-2019-110-82,はち じゅー いち,はち じゅー いち,,,Ritchie2019,,
jpn-Ritchie-2019-110-83-1,,jpn,Ritchie-2019-110-83,はち じゅー に,はち じゅー に,,,Ritchie2019,,
jpn-Ritchie-2019-110-84-1,,jpn,Ritchie-2019-110-84,はち じゅー さん,はち じゅー さん,,,Ritchie2019,,
jpn-Ritchie-2019-110-85-1,,jpn,Ritchie-2019-110-85,はち じゅー よん,はち じゅー よん,,,Ritchie2019,,
jpn-Ritchie-2019-110-86-1,,jpn,Ritchie-2019-110-86,はち じゅー ご,はち じゅー ご,,,Ritchie2019,,
jpn-Ritchie-2019-110-87-1,,jpn,Ritchie-2019-110-87,はち じゅー ろく,はち じゅー ろく,,,Ritchie2019,,
jpn-Ritchie-2019-110-88-1,,jpn,Ritchie-2019-110-88,はち じゅー なな,はち じゅー なな,,,Ritchie2019,,
jpn-Ritchie-2019-110-89-1,,jpn,Ritchie-2019-110-89,はち じゅー はち,はち じゅー はち,,,Ritchie2019,,
jpn-Ritchie-2019-110-90-1,,jpn,Ritchie-2019-110-90,はち じゅー きゅー,はち じゅー きゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-91-1,,jpn,Ritchie-2019-110-91,きゅー じゅー,きゅー じゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-92-1,,jpn,Ritchie-2019-110-92,きゅー じゅー いち,きゅー じゅー いち,,,Ritchie2019,,
jpn-Ritchie-2019-110-93-1,,jpn,Ritchie-2019-110-93,きゅー じゅー に,きゅー じゅー に,,,Ritchie2019,,
jpn-Ritchie-2019-110-94-1,,jpn,Ritchie-2019-110-94,きゅー じゅー さん,きゅー じゅー さん,,,Ritchie2019,,
jpn-Ritchie-2019-110-95-1,,jpn,Ritchie-2019-110-95,きゅー じゅー よん,きゅー じゅー よん,,,Ritchie2019,,
jpn-Ritchie-2019-110-96-1,,jpn,Ritchie-2019-110-96,きゅー じゅー ご,きゅー じゅー ご,,,Ritchie2019,,
jpn-Ritchie-2019-110-97-1,,jpn,Ritchie-2019-110-97,きゅー じゅー ろく,きゅー じゅー ろく,,,Ritchie2019,,
jpn-Ritchie-2019-110-98-1,,jpn,Ritchie-2019-110-98,きゅー じゅー なな,きゅー じゅー なな,,,Ritchie2019,,
jpn-Ritchie-2019-110-99-1,,jpn,Ritchie-2019-110-99,きゅー じゅー はち,きゅー じゅー はち,,,Ritchie2019,,
jpn-Ritchie-2019-110-100-1,,jpn,Ritchie-2019-110-100,きゅー じゅー きゅー,きゅー じゅー きゅー,,,Ritchie2019,,
jpn-Ritchie-2019-110-101-1,,jpn,Ritchie-2019-110-101,ひゃく,ひゃく,,,Ritchie2019,,
jpn-Ritchie-2019-110-102-1,,jpn,Ritchie-2019-110-102,せん,せん,,,Ritchie2019,,
jpn-Ritchie-2019-110-103-1,,jpn,Ritchie-2019-110-103,いち まん,いち まん,,,Ritchie2019,,
jpn-Ritchie-2019-110-104-1,,jpn,Ritchie-2019-110-104,じゅー まん,じゅー まん,,,Ritchie2019,,
jpn-Ritchie-2019-110-105-1,,jpn,Ritchie-2019-110-105,ひゃく まん,ひゃく まん,,,Ritchie2019,,
jpn-Ritchie-2019-110-106-1,,jpn,Ritchie-2019-110-106,いっせん まん,いっせん まん,,,Ritchie2019,,
jpn-Ritchie-2019-110-107-1,,jpn,Ritchie-2019-110-107,いち おく,いち おく,,,Ritchie2019,,
jpn-Ritchie-2019-110-108-1,,jpn,Ritchie-2019-110-108,じゅー おく,じゅー おく,,,Ritchie2019,,
jpn-Ritchie-2019-110-109-1,,jpn,Ritchie-2019-110-109,ひゃく おく,ひゃく おく,,,Ritchie2019,,
jpn-Ritchie-2019-110-110-1,,jpn,Ritchie-2019-110-110,いっせん おく,いっせん おく,,,Ritchie2019,,
kan-Ritchie-2019-110-1-1,,kan,Ritchie-2019-110-1,ಸೊನ್ನೆ,ಸೊನ್ನೆ,,,Ritchie2019,,
kan-Ritchie-2019-110-2-1,,kan,Ritchie-2019-110-2,ಒಂದು,ಒಂದು,,,Ritchie2019,,
kan-Ritchie-2019-110-3-1,,kan,Ritchie-2019-110-3,ಎರಡು,ಎರಡು,,,Ritchie2019,,
kan-Ritchie-2019-110-4-1,,kan,Ritchie-2019-110-4,ಮೂರು,ಮೂರು,,,Ritchie2019,,
kan-Ritchie-2019-110-5-1,,kan,Ritchie-2019-110-5,ನಾಲ್ಕು,ನಾಲ್ಕು,,,Ritchie2019,,
kan-Ritchie-2019-110-6-1,,kan,Ritchie-2019-110-6,ಐದು,ಐದು,,,Ritchie2019,,
kan-Ritchie-2019-110-7-1,,kan,Ritchie-2019-110-7,ಆರು,ಆರು,,,Ritchie2019,,
kan-Ritchie-2019-110-8-1,,kan,Ritchie-2019-110-8,ಏಳು,ಏಳು,,,Ritchie2019,,
kan-Ritchie-2019-110-9-1,,kan,Ritchie-2019-110-9,ಎಂಟು,ಎಂಟು,,,Ritchie2019,,
kan-Ritchie-2019-110-10-1,,kan,Ritchie-2019-110-10,ಒಂಬತ್ತು,ಒಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-11-1,,kan,Ritchie-2019-110-11,ಹತ್ತು,ಹತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-12-1,,kan,Ritchie-2019-110-12,ಹನ್ನೊಂದು,ಹನ್ನೊಂದು,,,Ritchie2019,,
kan-Ritchie-2019-110-13-1,,kan,Ritchie-2019-110-13,ಹನ್ನೆರಡು,ಹನ್ನೆರಡು,,,Ritchie2019,,
kan-Ritchie-2019-110-14-1,,kan,Ritchie-2019-110-14,ಹದಿಮೂರು,ಹದಿಮೂರು,,,Ritchie2019,,
kan-Ritchie-2019-110-15-1,,kan,Ritchie-2019-110-15,ಹದಿನಾಲ್ಕು,ಹದಿನಾಲ್ಕು,,,Ritchie2019,,
kan-Ritchie-2019-110-16-1,,kan,Ritchie-2019-110-16,ಹದಿನೈದು,ಹದಿನೈದು,,,Ritchie2019,,
kan-Ritchie-2019-110-17-1,,kan,Ritchie-2019-110-17,ಹದಿನಾರು,ಹದಿನಾರು,,,Ritchie2019,,
kan-Ritchie-2019-110-18-1,,kan,Ritchie-2019-110-18,ಹದಿನೇಳು,ಹದಿನೇಳು,,,Ritchie2019,,
kan-Ritchie-2019-110-19-1,,kan,Ritchie-2019-110-19,ಹದಿನೆಂಟು,ಹದಿನೆಂಟು,,,Ritchie2019,,
kan-Ritchie-2019-110-20-1,,kan,Ritchie-2019-110-20,ಹತ್ತೊಂಬತ್ತು,ಹತ್ತೊಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-21-1,,kan,Ritchie-2019-110-21,ಇಪ್ಪತ್ತು,ಇಪ್ಪತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-22-1,,kan,Ritchie-2019-110-22,ಇಪ್ಪತ್ತ್ ಒಂದು,ಇಪ್ಪತ್ತ್ ಒಂದು,,,Ritchie2019,,
kan-Ritchie-2019-110-23-1,,kan,Ritchie-2019-110-23,ಇಪ್ಪತ್ತ್ ಎರಡು,ಇಪ್ಪತ್ತ್ ಎರಡು,,,Ritchie2019,,
kan-Ritchie-2019-110-24-1,,kan,Ritchie-2019-110-24,ಇಪ್ಪತ್ತ್ ಮೂರು,ಇಪ್ಪತ್ತ್ ಮೂರು,,,Ritchie2019,,
kan-Ritchie-2019-110-25-1,,kan,Ritchie-2019-110-25,ಇಪ್ಪತ್ತ್ ನಾಲ್ಕು,ಇಪ್ಪತ್ತ್ ನಾಲ್ಕು,,,Ritchie2019,,
kan-Ritchie-2019-110-26-1,,kan,Ritchie-2019-110-26,ಇಪ್ಪತ್ತ್ ಐದು,ಇಪ್ಪತ್ತ್ ಐದು,,,Ritchie2019,,
kan-Ritchie-2019-110-27-1,,kan,Ritchie-2019-110-27,ಇಪ್ಪತ್ತ್ ಆರು,ಇಪ್ಪತ್ತ್ ಆರು,,,Ritchie2019,,
kan-Ritchie-2019-110-28-1,,kan,Ritchie-2019-110-28,ಇಪ್ಪತ್ತ್ ಏಳು,ಇಪ್ಪತ್ತ್ ಏಳು,,,Ritchie2019,,
kan-Ritchie-2019-110-29-1,,kan,Ritchie-2019-110-29,ಇಪ್ಪತ್ತ್ ಎಂಟು,ಇಪ್ಪತ್ತ್ ಎಂಟು,,,Ritchie2019,,
kan-Ritchie-2019-110-30-1,,kan,Ritchie-2019-110-30,ಇಪ್ಪತ್ತ್ ಒಂಬತ್ತು,ಇಪ್ಪತ್ತ್ ಒಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-31-1,,kan,Ritchie-2019-110-31,ಮೂವತ್ತು,ಮೂವತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-32-1,,kan,Ritchie-2019-110-32,ಮೂವತ್ತ್ ಒಂದು,ಮೂವತ್ತ್ ಒಂದು,,,Ritchie2019,,
kan-Ritchie-2019-110-33-1,,kan,Ritchie-2019-110-33,ಮೂವತ್ತ್ ಎರಡು,ಮೂವತ್ತ್ ಎರಡು,,,Ritchie2019,,
kan-Ritchie-2019-110-34-1,,kan,Ritchie-2019-110-34,ಮೂವತ್ತ್ ಮೂರು,ಮೂವತ್ತ್ ಮೂರು,,,Ritchie2019,,
kan-Ritchie-2019-110-35-1,,kan,Ritchie-2019-110-35,ಮೂವತ್ತ್ ನಾಲ್ಕು,ಮೂವತ್ತ್ ನಾಲ್ಕು,,,Ritchie2019,,
kan-Ritchie-2019-110-36-1,,kan,Ritchie-2019-110-36,ಮೂವತ್ತ್ ಐದು,ಮೂವತ್ತ್ ಐದು,,,Ritchie2019,,
kan-Ritchie-2019-110-37-1,,kan,Ritchie-2019-110-37,ಮೂವತ್ತ್ ಆರು,ಮೂವತ್ತ್ ಆರು,,,Ritchie2019,,
kan-Ritchie-2019-110-38-1,,kan,Ritchie-2019-110-38,ಮೂವತ್ತ್ ಏಳು,ಮೂವತ್ತ್ ಏಳು,,,Ritchie2019,,
kan-Ritchie-2019-110-39-1,,kan,Ritchie-2019-110-39,ಮೂವತ್ತ್ ಎಂಟು,ಮೂವತ್ತ್ ಎಂಟು,,,Ritchie2019,,
kan-Ritchie-2019-110-40-1,,kan,Ritchie-2019-110-40,ಮೂವತ್ತ್ ಒಂಬತ್ತು,ಮೂವತ್ತ್ ಒಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-41-1,,kan,Ritchie-2019-110-41,ನಲವತ್ತು,ನಲವತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-42-1,,kan,Ritchie-2019-110-42,ನಲವತ್ತ್ ಒಂದು,ನಲವತ್ತ್ ಒಂದು,,,Ritchie2019,,
kan-Ritchie-2019-110-43-1,,kan,Ritchie-2019-110-43,ನಲವತ್ತ್ ಎರಡು,ನಲವತ್ತ್ ಎರಡು,,,Ritchie2019,,
kan-Ritchie-2019-110-44-1,,kan,Ritchie-2019-110-44,ನಲವತ್ತ್ ಮೂರು,ನಲವತ್ತ್ ಮೂರು,,,Ritchie2019,,
kan-Ritchie-2019-110-45-1,,kan,Ritchie-2019-110-45,ನಲವತ್ತ್ ನಾಲ್ಕು,ನಲವತ್ತ್ ನಾಲ್ಕು,,,Ritchie2019,,
kan-Ritchie-2019-110-46-1,,kan,Ritchie-2019-110-46,ನಲವತ್ತ್ ಐದು,ನಲವತ್ತ್ ಐದು,,,Ritchie2019,,
kan-Ritchie-2019-110-47-1,,kan,Ritchie-2019-110-47,ನಲವತ್ತ್ ಆರು,ನಲವತ್ತ್ ಆರು,,,Ritchie2019,,
kan-Ritchie-2019-110-48-1,,kan,Ritchie-2019-110-48,ನಲವತ್ತ್ ಏಳು,ನಲವತ್ತ್ ಏಳು,,,Ritchie2019,,
kan-Ritchie-2019-110-49-1,,kan,Ritchie-2019-110-49,ನಲವತ್ತ್ ಎಂಟು,ನಲವತ್ತ್ ಎಂಟು,,,Ritchie2019,,
kan-Ritchie-2019-110-50-1,,kan,Ritchie-2019-110-50,ನಲವತ್ತ್ ಒಂಬತ್ತು,ನಲವತ್ತ್ ಒಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-51-1,,kan,Ritchie-2019-110-51,ಐವತ್ತು,ಐವತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-52-1,,kan,Ritchie-2019-110-52,ಐವತ್ತ್ ಒಂದು,ಐವತ್ತ್ ಒಂದು,,,Ritchie2019,,
kan-Ritchie-2019-110-53-1,,kan,Ritchie-2019-110-53,ಐವತ್ತ್ ಎರಡು,ಐವತ್ತ್ ಎರಡು,,,Ritchie2019,,
kan-Ritchie-2019-110-54-1,,kan,Ritchie-2019-110-54,ಐವತ್ತ್ ಮೂರು,ಐವತ್ತ್ ಮೂರು,,,Ritchie2019,,
kan-Ritchie-2019-110-55-1,,kan,Ritchie-2019-110-55,ಐವತ್ತ್ ನಾಲ್ಕು,ಐವತ್ತ್ ನಾಲ್ಕು,,,Ritchie2019,,
kan-Ritchie-2019-110-56-1,,kan,Ritchie-2019-110-56,ಐವತ್ತ್ ಐದು,ಐವತ್ತ್ ಐದು,,,Ritchie2019,,
kan-Ritchie-2019-110-57-1,,kan,Ritchie-2019-110-57,ಐವತ್ತ್ ಆರು,ಐವತ್ತ್ ಆರು,,,Ritchie2019,,
kan-Ritchie-2019-110-58-1,,kan,Ritchie-2019-110-58,ಐವತ್ತ್ ಏಳು,ಐವತ್ತ್ ಏಳು,,,Ritchie2019,,
kan-Ritchie-2019-110-59-1,,kan,Ritchie-2019-110-59,ಐವತ್ತ್ ಎಂಟು,ಐವತ್ತ್ ಎಂಟು,,,Ritchie2019,,
kan-Ritchie-2019-110-60-1,,kan,Ritchie-2019-110-60,ಐವತ್ತ್ ಒಂಬತ್ತು,ಐವತ್ತ್ ಒಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-61-1,,kan,Ritchie-2019-110-61,ಅರವತ್ತು,ಅರವತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-62-1,,kan,Ritchie-2019-110-62,ಅರವತ್ತ್ ಒಂದು,ಅರವತ್ತ್ ಒಂದು,,,Ritchie2019,,
kan-Ritchie-2019-110-63-1,,kan,Ritchie-2019-110-63,ಅರವತ್ತ್ ಎರಡು,ಅರವತ್ತ್ ಎರಡು,,,Ritchie2019,,
kan-Ritchie-2019-110-64-1,,kan,Ritchie-2019-110-64,ಅರವತ್ತ್ ಮೂರು,ಅರವತ್ತ್ ಮೂರು,,,Ritchie2019,,
kan-Ritchie-2019-110-65-1,,kan,Ritchie-2019-110-65,ಅರವತ್ತ್ ನಾಲ್ಕು,ಅರವತ್ತ್ ನಾಲ್ಕು,,,Ritchie2019,,
kan-Ritchie-2019-110-66-1,,kan,Ritchie-2019-110-66,ಅರವತ್ತ್ ಐದು,ಅರವತ್ತ್ ಐದು,,,Ritchie2019,,
kan-Ritchie-2019-110-67-1,,kan,Ritchie-2019-110-67,ಅರವತ್ತ್ ಆರು,ಅರವತ್ತ್ ಆರು,,,Ritchie2019,,
kan-Ritchie-2019-110-68-1,,kan,Ritchie-2019-110-68,ಅರವತ್ತ್ ಏಳು,ಅರವತ್ತ್ ಏಳು,,,Ritchie2019,,
kan-Ritchie-2019-110-69-1,,kan,Ritchie-2019-110-69,ಅರವತ್ತ್ ಎಂಟು,ಅರವತ್ತ್ ಎಂಟು,,,Ritchie2019,,
kan-Ritchie-2019-110-70-1,,kan,Ritchie-2019-110-70,ಅರವತ್ತ್ ಒಂಬತ್ತು,ಅರವತ್ತ್ ಒಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-71-1,,kan,Ritchie-2019-110-71,ಎಪ್ಪತ್ತು,ಎಪ್ಪತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-72-1,,kan,Ritchie-2019-110-72,ಎಪ್ಪತ್ತ್ ಒಂದು,ಎಪ್ಪತ್ತ್ ಒಂದು,,,Ritchie2019,,
kan-Ritchie-2019-110-73-1,,kan,Ritchie-2019-110-73,ಎಪ್ಪತ್ತ್ ಎರಡು,ಎಪ್ಪತ್ತ್ ಎರಡು,,,Ritchie2019,,
kan-Ritchie-2019-110-74-1,,kan,Ritchie-2019-110-74,ಎಪ್ಪತ್ತ್ ಮೂರು,ಎಪ್ಪತ್ತ್ ಮೂರು,,,Ritchie2019,,
kan-Ritchie-2019-110-75-1,,kan,Ritchie-2019-110-75,ಎಪ್ಪತ್ತ್ ನಾಲ್ಕು,ಎಪ್ಪತ್ತ್ ನಾಲ್ಕು,,,Ritchie2019,,
kan-Ritchie-2019-110-76-1,,kan,Ritchie-2019-110-76,ಎಪ್ಪತ್ತ್ ಐದು,ಎಪ್ಪತ್ತ್ ಐದು,,,Ritchie2019,,
kan-Ritchie-2019-110-77-1,,kan,Ritchie-2019-110-77,ಎಪ್ಪತ್ತ್ ಆರು,ಎಪ್ಪತ್ತ್ ಆರು,,,Ritchie2019,,
kan-Ritchie-2019-110-78-1,,kan,Ritchie-2019-110-78,ಎಪ್ಪತ್ತ್ ಏಳು,ಎಪ್ಪತ್ತ್ ಏಳು,,,Ritchie2019,,
kan-Ritchie-2019-110-79-1,,kan,Ritchie-2019-110-79,ಎಪ್ಪತ್ತ್ ಎಂಟು,ಎಪ್ಪತ್ತ್ ಎಂಟು,,,Ritchie2019,,
kan-Ritchie-2019-110-80-1,,kan,Ritchie-2019-110-80,ಎಪ್ಪತ್ತ್ ಒಂಬತ್ತು,ಎಪ್ಪತ್ತ್ ಒಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-81-1,,kan,Ritchie-2019-110-81,ಎಂಬತ್ತು,ಎಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-82-1,,kan,Ritchie-2019-110-82,ಎಂಬತ್ತ್ ಒಂದು,ಎಂಬತ್ತ್ ಒಂದು,,,Ritchie2019,,
kan-Ritchie-2019-110-83-1,,kan,Ritchie-2019-110-83,ಎಂಬತ್ತ್ ಎರಡು,ಎಂಬತ್ತ್ ಎರಡು,,,Ritchie2019,,
kan-Ritchie-2019-110-84-1,,kan,Ritchie-2019-110-84,ಎಂಬತ್ತ್ ಮೂರು,ಎಂಬತ್ತ್ ಮೂರು,,,Ritchie2019,,
kan-Ritchie-2019-110-85-1,,kan,Ritchie-2019-110-85,ಎಂಬತ್ತ್ ನಾಲ್ಕು,ಎಂಬತ್ತ್ ನಾಲ್ಕು,,,Ritchie2019,,
kan-Ritchie-2019-110-86-1,,kan,Ritchie-2019-110-86,ಎಂಬತ್ತ್ ಐದು,ಎಂಬತ್ತ್ ಐದು,,,Ritchie2019,,
kan-Ritchie-2019-110-87-1,,kan,Ritchie-2019-110-87,ಎಂಬತ್ತ್ ಆರು,ಎಂಬತ್ತ್ ಆರು,,,Ritchie2019,,
kan-Ritchie-2019-110-88-1,,kan,Ritchie-2019-110-88,ಎಂಬತ್ತ್ ಏಳು,ಎಂಬತ್ತ್ ಏಳು,,,Ritchie2019,,
kan-Ritchie-2019-110-89-1,,kan,Ritchie-2019-110-89,ಎಂಬತ್ತ್ ಎಂಟು,ಎಂಬತ್ತ್ ಎಂಟು,,,Ritchie2019,,
kan-Ritchie-2019-110-90-1,,kan,Ritchie-2019-110-90,ಎಂಬತ್ತ್ ಒಂಬತ್ತು,ಎಂಬತ್ತ್ ಒಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-91-1,,kan,Ritchie-2019-110-91,ತೊಂಬತ್ತು,ತೊಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-92-1,,kan,Ritchie-2019-110-92,ತೊಂಬತ್ತ್ ಒಂದು,ತೊಂಬತ್ತ್ ಒಂದು,,,Ritchie2019,,
kan-Ritchie-2019-110-93-1,,kan,Ritchie-2019-110-93,ತೊಂಬತ್ತ್ ಎರಡು,ತೊಂಬತ್ತ್ ಎರಡು,,,Ritchie2019,,
kan-Ritchie-2019-110-94-1,,kan,Ritchie-2019-110-94,ತೊಂಬತ್ತ್ ಮೂರು,ತೊಂಬತ್ತ್ ಮೂರು,,,Ritchie2019,,
kan-Ritchie-2019-110-95-1,,kan,Ritchie-2019-110-95,ತೊಂಬತ್ತ್ ನಾಲ್ಕು,ತೊಂಬತ್ತ್ ನಾಲ್ಕು,,,Ritchie2019,,
kan-Ritchie-2019-110-96-1,,kan,Ritchie-2019-110-96,ತೊಂಬತ್ತ್ ಐದು,ತೊಂಬತ್ತ್ ಐದು,,,Ritchie2019,,
kan-Ritchie-2019-110-97-1,,kan,Ritchie-2019-110-97,ತೊಂಬತ್ತ್ ಆರು,ತೊಂಬತ್ತ್ ಆರು,,,Ritchie2019,,
kan-Ritchie-2019-110-98-1,,kan,Ritchie-2019-110-98,ತೊಂಬತ್ತ್ ಏಳು,ತೊಂಬತ್ತ್ ಏಳು,,,Ritchie2019,,
kan-Ritchie-2019-110-99-1,,kan,Ritchie-2019-110-99,ತೊಂಬತ್ತ್ ಎಂಟು,ತೊಂಬತ್ತ್ ಎಂಟು,,,Ritchie2019,,
kan-Ritchie-2019-110-100-1,,kan,Ritchie-2019-110-100,ತೊಂಬತ್ತ್ ಒಂಬತ್ತು,ತೊಂಬತ್ತ್ ಒಂಬತ್ತು,,,Ritchie2019,,
kan-Ritchie-2019-110-101-1,,kan,Ritchie-2019-110-101,ನೂರು,ನೂರು,,,Ritchie2019,,
kan-Ritchie-2019-110-102-1,,kan,Ritchie-2019-110-102,ಒಂದು ಸಾವಿರ,ಒಂದು ಸಾವಿರ,,,Ritchie2019,,
kan-Ritchie-2019-110-103-1,,kan,Ritchie-2019-110-103,ಹತ್ತು ಸಾವಿರ,ಹತ್ತು ಸಾವಿರ,,,Ritchie2019,,
kan-Ritchie-2019-110-104-1,,kan,Ritchie-2019-110-104,ಒಂದು ಲಕ್ಷ,ಒಂದು ಲಕ್ಷ,,,Ritchie2019,,
kan-Ritchie-2019-110-105-1,,kan,Ritchie-2019-110-105,ಹತ್ತು ಲಕ್ಷ,ಹತ್ತು ಲಕ್ಷ,,,Ritchie2019,,
kan-Ritchie-2019-110-106-1,,kan,Ritchie-2019-110-106,ಒಂದು ಕೋಟಿ,ಒಂದು ಕೋಟಿ,,,Ritchie2019,,
kan-Ritchie-2019-110-107-1,,kan,Ritchie-2019-110-107,ಹತ್ತು ಕೋಟಿ,ಹತ್ತು ಕೋಟಿ,,,Ritchie2019,,
kas-Ritchie-2019-110-1-1,,kas,Ritchie-2019-110-1,सिपहर,सिपहर,,,Ritchie2019,,
kas-Ritchie-2019-110-2-1,,kas,Ritchie-2019-110-2,अख,अख,,,Ritchie2019,,
kas-Ritchie-2019-110-3-1,,kas,Ritchie-2019-110-3,जि,जि,,,Ritchie2019,,
kas-Ritchie-2019-110-4-1,,kas,Ritchie-2019-110-4,त्रे,त्रे,,,Ritchie2019,,
kas-Ritchie-2019-110-5-1,,kas,Ritchie-2019-110-5,चो़र,चो़र,,,Ritchie2019,,
kas-Ritchie-2019-110-6-1,,kas,Ritchie-2019-110-6,पांछ,पांछ,,,Ritchie2019,,
kas-Ritchie-2019-110-7-1,,kas,Ritchie-2019-110-7,शे,शे,,,Ritchie2019,,
kas-Ritchie-2019-110-8-1,,kas,Ritchie-2019-110-8,सथ,सथ,,,Ritchie2019,,
kas-Ritchie-2019-110-9-1,,kas,Ritchie-2019-110-9,ऑठ,ऑठ,,,Ritchie2019,,
kas-Ritchie-2019-110-10-1,,kas,Ritchie-2019-110-10,नव,नव,,,Ritchie2019,,
kas-Ritchie-2019-110-11-1,,kas,Ritchie-2019-110-11,दाह,दाह,,,Ritchie2019,,
kas-Ritchie-2019-110-12-1,,kas,Ritchie-2019-110-12,काह,काह,,,Ritchie2019,,
kas-Ritchie-2019-110-13-1,,kas,Ritchie-2019-110-13,बाह,बाह,,,Ritchie2019,,
kas-Ritchie-2019-110-14-1,,kas,Ritchie-2019-110-14,त्रुवाह,त्रुवाह,,,Ritchie2019,,
kas-Ritchie-2019-110-15-1,,kas,Ritchie-2019-110-15,च्वदाह,च्वदाह,,,Ritchie2019,,
kas-Ritchie-2019-110-16-1,,kas,Ritchie-2019-110-16,पंदाह,पंदाह,,,Ritchie2019,,
kas-Ritchie-2019-110-17-1,,kas,Ritchie-2019-110-17,शुराह,शुराह,,,Ritchie2019,,
kas-Ritchie-2019-110-18-1,,kas,Ritchie-2019-110-18,सदाह,सदाह,,,Ritchie2019,,
kas-Ritchie-2019-110-19-1,,kas,Ritchie-2019-110-19,अरदाह,अरदाह,,,Ritchie2019,,
kas-Ritchie-2019-110-20-1,,kas,Ritchie-2019-110-20,कुनवुह,कुनवुह,,,Ritchie2019,,
kas-Ritchie-2019-110-21-1,,kas,Ritchie-2019-110-21,वुह,वुह,,,Ritchie2019,,
kas-Ritchie-2019-110-22-1,,kas,Ritchie-2019-110-22,अकिवुह,अकिवुह,,,Ritchie2019,,
kas-Ritchie-2019-110-23-1,,kas,Ritchie-2019-110-23,जितोवुह,जितोवुह,,,Ritchie2019,,
kas-Ritchie-2019-110-24-1,,kas,Ritchie-2019-110-24,त्रोवुह,त्रोवुह,,,Ritchie2019,,
kas-Ritchie-2019-110-25-1,,kas,Ritchie-2019-110-25,चो़वुह,चो़वुह,,,Ritchie2019,,
kas-Ritchie-2019-110-26-1,,kas,Ritchie-2019-110-26,पंचह,पंचह,,,Ritchie2019,,
kas-Ritchie-2019-110-27-1,,kas,Ritchie-2019-110-27,शेतवुह,शेतवुह,,,Ritchie2019,,
kas-Ritchie-2019-110-28-1,,kas,Ritchie-2019-110-28,सतोवुह,सतोवुह,,,Ritchie2019,,
kas-Ritchie-2019-110-29-1,,kas,Ritchie-2019-110-29,अठोवुह,अठोवुह,,,Ritchie2019,,
kas-Ritchie-2019-110-30-1,,kas,Ritchie-2019-110-30,कुनत्रुह,कुनत्रुह,,,Ritchie2019,,
kas-Ritchie-2019-110-31-1,,kas,Ritchie-2019-110-31,त्रह,त्रह,,,Ritchie2019,,
